name,address,lng,lat
ほっとケア荒川,東京都荒川区東日暮里１－２１－８トドロキ・ハイム１階,139.78836,35.72962
福祉の森さくら介護センター高松,東京都練馬区高松３－２２－９　１階,139.62633,35.7506
笑顔のたね,東京都八王子市下柚木２－９－１リバーハイツ１０２号室,139.38451,35.62777
ウィ・ケア,東京都国分寺市内藤２－９－１ＱＵセンター内,139.4557,35.69643
ヘルパーステーション　たまぷらねっと,東京都国立市中１－１４－３０－１,139.44221,35.69704
ヘルパーステーションはなかいどう,東京都三鷹市牟礼６－１２－３０,139.57472,35.68865
なごみ訪問介護サービス,東京都調布市布田２－９－６,139.55069,35.65312
ル・サンテリオン,東京都新宿区百人町１－１１－２８－２０２号プラット１００,139.69948,35.70059
アースサポート新井薬師,東京都中野区上高田３－３７－７,139.67093,35.71494
あずみ苑グランデ青梅,東京都青梅市裏宿町６４７－１,139.24538,35.79058
ニチイケアセンター由木,東京都八王子市越野３１７－３,139.38838,35.63037
ケア・サービス　すまいる,東京都立川市錦町５－３－１３,139.4127,35.69099
あいうぃ・生活サポートセンター,東京都国分寺市西恋ケ窪２－２１－１５,139.46321,35.70176
ケアセンターゆうか,東京都町田市図師町１４３６－２,139.42278,35.58761
ふれあいサポート戸山,東京都新宿区大久保１－１５－１８みゆきビル４０４号,139.70343,35.70055
アイラブケア上野ステーション,東京都台東区上野１－５－４ルミネ湯島５０１,139.77028,35.70543
マルク・ケアサポート訪問介護事業所,東京都世田谷区三軒茶屋１－３５－２０平原ビル２階,139.67249,35.6425
ふれあいサポート渋谷,東京都渋谷区神宮前２－１５－７,139.71129,35.67411
ケアリッツ池袋,東京都豊島区池袋３－５８－２１浅井ビル１Ｆ,139.7075,35.73514
じゅんケアサービス,東京都北区赤羽１－４１－５アダマス６０４,139.71971,35.78168
ヘルパーステーション　えにし,東京都足立区辰沼１－９－１４辰沼マンション１０２,139.8338,35.78569
ウエストケアサービス,東京都八王子市宇津木町１２６８,139.35056,35.68798
訪問介護ましゅまろ,東京都町田市本町田２８８６,139.44202,35.56847
株式会社せき介護サービス,東京都狛江市東和泉１－１２－６－３０７,139.57935,35.63268
ヘルパーステーションふるさと・すみだ,東京都墨田区京島３－２０－１４－１階,139.82463,35.71548
ヒューマンライフケア鶴の湯,東京都江東区冬木２２－２４　１階,139.80054,35.67585
訪問介護　くすの木,東京都大田区東蒲田１－２－５浦山ビル２階,139.72876,35.56568
あんくる訪問介護サービス,東京都世田谷区若林４－３１－６宇田ビル３０２,139.65387,35.64609
オレンジケアサービス,東京都世田谷区上祖師谷１－４１－２８レピナール・リサ１０２,139.59805,35.66662
サクラハートケアサービス株式会社,東京都中野区中野３－３０－１２－７０７,139.66489,35.7018
青いとりケアセンター,東京都杉並区和泉３－６０－１６和泉方南通りビル１階,139.6481,35.6825
そらヘルパーステーション,東京都板橋区坂下３－３１－１,139.68243,35.78944
ヒューマンライフケア練馬,東京都練馬区豊玉北６－７－２第二愛染ビル１階,139.65266,35.73392
訪問介護事業所サンライズ・メイト・バート,東京都足立区東綾瀬１－２２－１,139.83038,35.76538
ケアサポート谷中ヘルパーステーション,東京都足立区谷中３－８－１８,139.83516,35.77854
ケア２１　梅島,東京都足立区梅島２－３－１５岩立ビル１階,139.80286,35.77657
ホームヘルプ　マメール,東京都葛飾区東金町１－２７－１０金町マンション５００号室,139.86929,35.77193
タウンケア,東京都葛飾区立石６－２７－４,139.85266,35.74438
青空訪問介護事業合同会社,東京都八王子市片倉町９８２－２８,139.34135,35.63366
コアラ調布,東京都調布市多摩川３－５２－３サウスベア１０３,139.52969,35.64501
訪問介護サービス　にじゅうまる,東京都小平市小川西町４－１４－２８ベルヴィルモア２０３,139.46254,35.73645
ひかりケア,東京都墨田区墨田３－２７－１３,139.81927,35.73136
アサヒサービス,東京都品川区西大井６－１４－４－２階,139.71692,35.60049
有限会社　介護事業所　広宣,東京都大田区蒲田３－１０－２,139.72458,35.56426
セーラーズ・ファミリー,東京都世田谷区下馬５－２７－５,139.68367,35.63577
さのきち烏山,東京都世田谷区南烏山６－３６－１０－７０３,139.5988,35.67164
フルール,東京都杉並区宮前１－１６－２０－１０１,139.6104,35.69142
ひいらぎ足立,東京都足立区花畑４－２３－８グリーンパーク花畑Ⅳ１０１号室,139.81012,35.80459
アビタシオン金町Ⅱ,東京都葛飾区金町５－２４－１８,139.86862,35.76596
ケアサービス　ひまわり,東京都八王子市西寺方町６６４,139.27078,35.67987
アースサポート狛江,東京都狛江市岩戸北４－１６－８,139.58885,35.6343
ななほしケアステーション,東京都世田谷区奥沢６－２２－１４自由が丘ハイム１０１号室,139.66414,35.60498
マザーズハウス,東京都立川市高松町１－２４－４１ロイヤルヒルズ１２５,139.42039,35.70968
ホットステーションＳＵＮ,東京都荒川区荒川４－８－１１,139.77753,35.73718
ニチイケアセンター赤塚,東京都板橋区赤塚１－１８－８,139.65047,35.77051
すももケアサービス,東京都板橋区仲町１０－１２,139.69868,35.75324
えがおケアサポートセンター,東京都練馬区大泉町４－４０－７,139.59467,35.76474
特定非営利活動法人日野コアラ,東京都日野市多摩平３－１７－２８,139.37524,35.66339
特定非営利活動法人武蔵野コアラ,東京都調布市深大寺北町１－３４－１４,139.54774,35.67596
アニスケア　訪問介護事業所,東京都目黒区中町２－４８－３３市川興産ビル３０５号,139.69196,35.63459
ノースポールのケア介護,東京都世田谷区駒沢１－１３－１２駒沢タカシビル５０５号室,139.65956,35.63163
ケアハウスシエンズ,東京都調布市小島町１－１１－６エンケ３０４,139.54372,35.65382
ケアセンターつくし,東京都杉並区梅里２－１７－１,139.64401,35.69732
ピクシー介護サービス,東京都豊島区駒込１－３４－５エスパス駒込駅前３０２,139.74779,35.73643
アヤメ介護センター,東京都荒川区東日暮里３－１５－１７,139.78088,35.73242
朝焼け　練馬事業所,東京都練馬区関町北２－２９－８第二双葉ビル２０１,139.57576,35.72762
ぬくもり介護センター,東京都足立区日ノ出町３９－１３－１０２,139.80772,35.75283
サピエンスヘルパーセンター,東京都世田谷区上祖師谷５－３－１クローバーハイツ１０２,139.59508,35.65652
ＮＰＯ　グレースケア,東京都三鷹市下連雀３－１７－９,139.56252,35.69896
かんだ連雀　ホームヘルプサービス,東京都千代田区神田淡路町２－８－１,139.76842,35.69672
ケア２１　落合,東京都新宿区上落合１－２７－９上落合ハイツ１階,139.69043,35.71248
医療法人社団　英恵会　訪問介護ステーションはなえ,東京都台東区西浅草３－１７－１浅草ビューホテル１階ショッピングアーケード,139.79196,35.71545
ケア２１　堀之内,東京都杉並区堀ノ内２－２７－１２パレドール方南町１０３,139.65451,35.68986
ハート介護サービス豊島,東京都豊島区南長崎５－２９－２島田ビル１０１,139.68349,35.7287
けあビジョン十条,東京都北区中十条２－１８－１,139.72368,35.76188
合同会社徳有企画,東京都西東京市向台町６－１４－１６,139.5251,35.72232
学研ココファン池上ヘルパーセンター,東京都大田区池上２－１２－７,139.70311,35.57835
株式会社ライフデザイン,東京都世田谷区代沢２－２８－８－６０１,139.66833,35.65831
しんわ・ケア,東京都世田谷区上北沢４－１６－１１　４Ｆ,139.6246,35.67
セニアケアセンター,東京都世田谷区世田谷４－４－４,139.6539,35.64314
セカンドファミリーケア,東京都調布市仙川町１－２１－７,139.5867,35.66085
介護センター　みらい,東京都福生市加美平２－１－１３,139.32597,35.74585
ケアリッツ麻布,東京都港区西麻布１－３－１８ハレのぐちビル２０１,139.7267,35.66198
介護ゆうしん,東京都品川区小山５－４－６,139.70102,35.61786
訪問介護センターすずらん,東京都北区王子本町２－２２－８,139.73126,35.75487
訪問介護センターありがとう板橋,東京都板橋区本町３３－１白樹館参番館１０１号室,139.70721,35.76004
アースサポート光が丘,東京都練馬区高松５－１８－４,139.62148,35.76092
訪問介護センターありがとう足立,東京都足立区鹿浜８－３０－１０,139.76337,35.79004
ケアステーション大空,東京都江戸川区新堀２－３２－１０コンビニエンスオフィス稲毛１号,139.89323,35.7041
ケアセンター　あゆみ,東京都町田市忠生１－２８－１０,139.41931,35.57582
ＡＬサポート生成,東京都江東区東陽３－２８－９山屋東陽ハイツ１００１,139.81572,35.66932
シティインデックスホスピタリティ訪問介護事業所,東京都港区白金６－１６－６ザ・レジデンス白金スイート４階,139.72232,35.64291
こころヘルパーステーション,東京都台東区清川２－８－７,139.80347,35.72667
ケアオフィス　こもれび,東京都台東区清川１－２１－１１,139.80228,35.72546
やわら介護　江東,東京都江東区扇橋２－３－７－１０１,139.81522,35.6828
日本リック訪問介護中野南事業所,東京都中野区弥生町４－２２－４,139.67081,35.6866
ケアセンター希,東京都中野区中野３－４０－２９－２０３,139.66333,35.7048
ケア２１　西東京,東京都西東京市田無町３－３－８共栄ビル３階,139.54077,35.73124
ケアリッツ四谷,東京都千代田区六番町１－１５六番町プレイス２０１,139.73538,35.68763
グッドライフケア訪問介護　港,東京都港区東麻布１－７－３第二渡邊ビル２階,139.74359,35.65754
ケアリッツ目黒,東京都目黒区中町２－３８－９祐天寺レジデンス１階,139.69389,35.63508
ケア２１　馬込,東京都大田区中馬込２－９－１１,139.70883,35.59664
さくらケア駒沢訪問介護事業所,東京都世田谷区駒沢４－２３－１８加瀬ビル１６６－３階,139.65427,35.6298
西が丘訪問介護事業所,東京都北区西が丘１－５－７ヴィラ西ヶ丘２０２,139.71489,35.77137
ゆとりケアサービス,東京都板橋区高島平８－６－４浅川グレースハイツ４０５,139.66295,35.78904
ホームヘルプ　ふみちゃん家,東京都東久留米市東本町１６－５貫井ビル２０１,139.53627,35.76272
ケアサービスミモザ,東京都千代田区内神田３－１６－５　１階,139.76935,35.69201
太陽ケアサービス,東京都中央区日本橋馬喰町１－１２－２－５０６,139.78444,35.69461
ニチイケアセンター南雪が谷,東京都大田区南雪谷１－１２－９プレイヤー南雪谷１Ｆ,139.6828,35.59372
桜丘訪問介護サービス赤とんぼ,東京都世田谷区桜丘５－１６－９－８号,139.62268,35.64459
ちーむしえん　あどぼかしー,東京都世田谷区羽根木１－１３－９,139.65958,35.66668
あおぞらケアサポート,東京都北区中十条３－１７－１,139.72502,35.76509
ヘルパーステーション　スワ,東京都板橋区双葉町４１－１２,139.70042,35.75894
ジョイ・サプライ,東京都練馬区中村南２－１１－３グロワール南１０３,139.64339,35.72654
みんなのかいご練馬訪問介護事業所,東京都練馬区豊玉北５－６－８,139.6559,35.73558
やなかケアサービス,東京都足立区谷中１－１７－７,139.83167,35.77118
ひなたぼっこ介護センター,東京都江戸川区東小岩５－４－１５大山ビル１階,139.88605,35.73321
ほんちょうケアセンター,東京都東村山市本町３－４３－１,139.47055,35.75557
株式会社ヴァリュウ　ファーストケア,東京都青梅市長淵６－４８３－４ダイユーマンション１Ｆ,139.26752,35.78204
くじらハウス,東京都国立市富士見台１－１７－１７信和第二ビル１階Ａ,139.44754,35.68139
あかしあ訪問介護ステーション,東京都小平市学園東町１－４－１８－１０１,139.48143,35.72346
訪問介護ひばり,東京都西東京市ひばりが丘２－１３－２１,139.54134,35.74888
トータルケアサービス高輪事業所,東京都港区三田３－７－１６御田八幡ビル１階,139.74164,35.64293
ケアサポートまりん・新宿ヘルパーステーション,東京都新宿区戸塚町１－１０２江原ビル１０１,139.72078,35.7078
ホームケアつくし,東京都大田区池上３－１５－１０サンパレス１０２,139.70143,35.57533
つばさ　Ｆor　you　ステーション,東京都中野区東中野３－１７－１９メゾンタケイ１０１,139.68123,35.70881
楽しあ　きたがわ,東京都足立区千住河原町２２－６北川医院内,139.79842,35.74212
ロータスクラブケアステーション,東京都練馬区豊玉北５－２３－１１－２０５,139.65433,35.73562
すみれスマイル,東京都足立区谷中４－２－３ー２０２,139.83054,35.77919
希望介護サービス合同会社,東京都足立区竹の塚３－２０－１０国井ハイツ２０１,139.79901,35.79258
きらら介護サービス　亀有,東京都葛飾区青戸８－９－１６,139.85161,35.75636
あいあい介護センター,東京都八王子市弐分方町５２７－１,139.28944,35.67214
ケア２１　三鷹,東京都三鷹市下連雀３－１２－３ウリムオンタケ２階,139.56299,35.69894
清雅ヘルパーステーション,東京都清瀬市旭が丘２－５－２－１０３,139.54082,35.79549
青山介護ヘルパーズ,東京都港区南青山５－１７－２シドニービル１００１,139.71443,35.66074
なのはな福祉サービスこうめ訪問介護事業所,東京都墨田区向島３－２０－１０小高ビル１階,139.80998,35.71405
愛の羽・いたわり中央,東京都世田谷区船橋１－１０－８植松ビル,139.6228,35.64731
ケアリッツ代田,東京都世田谷区代田１－３－６トモハウス１Ｆ,139.66408,35.65057
さくら・介護ステーション方南,東京都杉並区方南１－３７－４ひらかわ荘２０２,139.66129,35.67849
ベスト・ケアーヘルパーステーション練馬,東京都練馬区平和台４－２１－８ドゥ・ソレイユ３階,139.65599,35.75925
わかばケアセンター綾瀬,東京都足立区東和２－２４－１コーポサンライト１Ｆ,139.84142,35.77023
ケアサポート　ぱんだ,東京都江戸川区篠崎町５－３－１９オーシャンフラット１Ｆ,139.90721,35.7014
介護２４　青梅,東京都羽村市小作台３－２３－７岡部ハイム１０１,139.3009,35.77593
株式会社グッドホーム,東京都八王子市川口町３７２１－１,139.28712,35.68825
わかば訪問介護,東京都国分寺市南町３－４－３アメニティ・９３－４０１,139.47887,35.69793
アビリティーズ　ヘルパー派遣事業所,東京都小平市津田町３－３０－３９原島ハイツ１０１,139.46953,35.72336
野の花介護サービス,東京都西東京市西原町３－１０－１６,139.53438,35.73681
エルダリーケア２４　西東京,東京都西東京市田無町２－１０－２ルースター田無４階,139.54166,35.72879
しのぶケア,東京都中央区日本橋大伝馬町１１－８フジスタービル１０階１０３号,139.7804,35.68993
えくぼケア,東京都新宿区大久保１－９－１７－３０１,139.70474,35.70036
やさしい手浅草巡回訪問介護事業所,東京都台東区浅草２－３４－７グレイプス浅草　２階,139.79805,35.71463
アースサポート押上,東京都墨田区業平２－５－１５,139.81161,35.70712
ラック鐘ヶ淵,東京都墨田区墨田２－３６－１１　２０２号室,139.81824,35.73088
ケアステーションきらら大島,東京都江東区大島５－３８－８ベルフィオーレ１Ｆ,139.83603,35.68721
アースサポート大田,東京都大田区大森北４－１４－２８,139.72792,35.58318
ケアセンターまちかど,東京都世田谷区三宿２－１１－３４フォーレスト三宿１０２,139.6765,35.65261
日本リック訪問介護中野北事業所,東京都中野区江古田２－１９－８両国?月堂ビル１０１号室,139.66557,35.72663
あけぼの介護センター,東京都中野区新井１－１２－１４秀光建設本社ビル６階,139.66589,35.71118
あけぼの介護センター阿佐谷,東京都杉並区阿佐谷南３－３－１戸門ビル地下１階,139.63467,35.70098
あけぼの介護センター中村橋,東京都練馬区貫井４－２－３１,139.6313,35.73988
訪問介護Ｎｅｘｔ梅島,東京都足立区島根３－１６－１２ｃｏｍｆｏｒｔ西新井Ａ,139.79567,35.77977
アースサポート葛飾,東京都葛飾区宝町２－１９－６,139.836,35.74643
ホームケア　くねんぼ,東京都江戸川区東瑞江３－２７－１２,139.89543,35.69018
ハッピートーク,東京都中央区銀座１－１３－９テラス銀座２０１,139.76944,35.67356
ありがとう　赤坂,東京都港区赤坂９－１－７－７５７,139.73241,35.66834
株式会社アーネストケア,東京都大田区西蒲田５－１４－７細井ホームズⅡ２０５,139.71588,35.56609
ケアオフィス南六郷,東京都大田区南六郷２－１５－１８信和ビル２Ｆ,139.72238,35.54671
ポーラスター訪問介護事業所,東京都大田区山王３－３０－１１,139.72563,35.58612
ヒューマン・ケア,東京都目黒区緑が丘２－１５－１４－２０２,139.67343,35.60843
そらしーど　三茶,東京都世田谷区三軒茶屋１－１６－２２ＡＰＥＸ１０２,139.67094,35.64004
アースサポート千歳烏山,東京都世田谷区北烏山８－１－５,139.59216,35.67482
ハート渋谷,東京都渋谷区渋谷２－１１－１４ステージ青山５階,139.707,35.65983
ヘルパーステーションさくら,東京都北区上中里３－１８－１レジデンス三重１０２,139.74898,35.7504
アミカ石神井介護センター,東京都練馬区石神井町６－１７－３１パレ・デ・フォーレ１０６号室,139.59947,35.7421
わかばケアセンター　竹の塚,東京都足立区花畑４－３５－１４,139.80606,35.80539
愛介護サービス,東京都足立区西竹の塚１－５－８プライムビル１Ｆ,139.78665,35.78968
ケアサービスきりん青砥,東京都葛飾区青戸４－２１－６,139.85101,35.74842
てまり　介護,東京都武蔵野市吉祥寺南町２－１２－１０小沢ビル３０２,139.58316,35.70184
アースサポート小金井,東京都小金井市本町２－８－１０,139.50885,35.70314
介護２４福生,東京都福生市大字熊川２０２－３トーシンハイツ福生１１０,139.3369,35.71714
手のひら訪問介護サービス,東京都稲城市東長沼９９９－１ステージⅠ４１０,139.51192,35.6417
アイウィッシュ,東京都港区麻布十番１－５－２４－４０１,139.73251,35.65749
ヘルパーステーション　ケアワーク東京,東京都文京区千駄木４－９－６－１０１,139.75868,35.7309
ヘルパーステーション　のぞみ,東京都品川区東大井５－２５－２０つるやビル５０２,139.73795,35.60598
ウォームスケア,東京都大田区大森西７－５－１５英行ビル２０１,139.72269,35.56988
株式会社　ソレイユ,東京都杉並区高円寺南２－１－１５ジェイパーク高円寺４０４,139.65396,35.69842
アースサポート日暮里,東京都荒川区東日暮里５－２４－５,139.77649,35.72843
イルカ,東京都板橋区坂下２－３２－１７－１０１,139.68042,35.78446
ヘルパーステーション　花のまる,東京都板橋区志村３－２６－１５,139.68677,35.77845
ケアサポート・モア　板橋,東京都板橋区坂下２－１３－５ピラカンサ１階,139.68016,35.78102
トロールケアサービス葛飾,東京都葛飾区東立石３－３３－８寺本ビル１階,139.84778,35.73562
ケア２１　江戸川,東京都江戸川区東小岩４－９－３コーポ南１０２,139.88832,35.72794
たま・ケアサービス,東京都国立市東３－１１－８－１０４,139.45308,35.69259
アースサポート日野,東京都日野市豊田２－４５－１,139.38324,35.65443
すみれ介護株式会社,東京都中央区勝どき４－１３－２ネオアージュ勝どきみはらし２０２,139.7749,35.65665
ジャパンケア新宿,東京都新宿区愛住町２３Ｗｏｏｄｙ２１　７階,139.71957,35.6917
ジャパンケア高田馬場,東京都新宿区高田馬場３－２３－１４ＡＶＡビル１階,139.69814,35.71214
ヘルパーステーション　とまと,東京都台東区元浅草４－１－１中西ビル２Ｆ,139.78795,35.70922
ラック立花,東京都墨田区立花１－２３　２－１０１サンタウン立花,139.83096,35.70655
ジャパンケア錦糸町,東京都墨田区太平３－１１－１０ＮＴＫ大野ビル４Ｆ,139.81351,35.70132
城東訪問介護,東京都江東区大島３－１５－１３,139.82906,35.69055
こころ介護サービス,東京都江東区潮見１－２７－２金山ビル２０１,139.8152,35.65747
五幸ケアサービス,東京都江東区亀戸７－１０－１田中商事Ｚビル　３階,139.83444,35.69748
品川区ヘルパーステーション台場,東京都品川区北品川３－１１－１６衛生試験所内１階,139.73927,35.61644
ジャパンケア柿の木坂,東京都目黒区柿の木坂２－３０－１５　２階部分,139.67278,35.62608
ジャパンケア東蒲田,東京都大田区東蒲田１－２１－１７コマツビル２Ｆ,139.72688,35.56351
ジャパンケア馬込,東京都大田区西馬込２－１９－１７第２グランドハイツ１階,139.70444,35.58668
ジャパンケア烏山,東京都世田谷区南烏山３－１３－２２セブンスターマンション南烏山１階,139.60463,35.67268
ジャパンケア経堂,東京都世田谷区宮坂３－１０－７ＹＭＴビル３０５,139.6377,35.65244
ジャパンケア渋谷,東京都渋谷区恵比寿３－１－６ティアラ恵比寿１０１,139.71675,35.64539
ジャパンケア新中野,東京都中野区中央３－３５－４ナビウス新中野１階,139.67119,35.69828
ナイスサポート　訪問介護,東京都杉並区阿佐谷北１－３－５京桃ビル３階,139.63713,35.70515
ジャパンケア上高井戸,東京都杉並区上高井戸１－９－１大和ビル２Ｆ,139.61618,35.67215
ジャパンケア阿佐ヶ谷,東京都杉並区阿佐谷北１－３－１５　１階,139.63713,35.70515
ジャパンケア下井草,東京都杉並区下井草３－１２－１６Ｈｅｉｍ　Ｋａｓｔａｎｉｅ１階,139.62381,35.71954
ジャパンケア大塚,東京都豊島区南大塚３－４３－５アルス新大塚２０２,139.72897,35.72872
ジャパンケア桜台,東京都練馬区桜台２－２９－１１,139.66524,35.74364
ニチイケアセンター中川,東京都足立区中川１－３－１０,139.85304,35.76693
ジャパンケア北千住,東京都足立区千住中居町３３－３大橋ビル４階,139.79924,35.75105
株式会社　ラポール,東京都葛飾区四つ木４－９－１１富士マンション４０２,139.83421,35.73638
ケアフィールド本一色ヘルパーサポートセンター,東京都江戸川区本一色１－２０－７,139.86954,35.71806
ジャパンケア東村山本町,東京都東村山市本町１－４－５サンコーポ久米川１０４,139.46713,35.75364
介護グループふれあい立川事業所,東京都立川市羽衣町２－４１－１羽衣第一ビル２階,139.42598,35.69376
ケアスペースなごみ,東京都三鷹市下連雀３－２０－１４Ｆ1ミタカ２０１,139.56184,35.69868
ジャパンケア三鷹下連雀,東京都三鷹市下連雀２－２４－８三鷹第３オリエントプラザ１階,139.56581,35.69569
ベック多摩,東京都多摩市連光寺３－１８－３コートビレッジ桜ケ丘パートⅠ－Ｃ,139.46442,35.6402
ジャパンケア府中武蔵台,東京都府中市武蔵台３－２７－４カサヴェール武蔵台１階,139.46201,35.69752
ジャパンケア府中寿,東京都府中市寿町１－８－１寿町ＫＹビル１階,139.47896,35.67516
ジャパンケア府中白糸台,東京都府中市白糸台２－６１－３オランダ壱番館１階,139.51262,35.66542
ＮＰＯ法人　Ｐａｓｓｏ  ａ  ｐａｓｓｏ,東京都小金井市前原町３－４１－２８,139.505,35.69864
ジャパンケア小金井,東京都小金井市本町１－５－１アルブ武蔵小金井ビル１階,139.50861,35.69863
ジャパンケア調布柴崎,東京都調布市柴崎１－１５－６カナメレジデンス３０３,139.56381,35.65727
ジャパンケア小平学園西,東京都小平市学園西町１－２０－１８第２中村ビル４階,139.48016,35.72062
ジャパンケア多摩永山,東京都多摩市諏訪１－５－９ベルメゾン２０３,139.44737,35.63364
ジャパンケア西東京,東京都西東京市田無町５－１１－１３ハイセレサ田無本町シティハウス１０５号,139.53984,35.73041
ハート介護サービス幡ヶ谷,東京都渋谷区幡ヶ谷３－２２－１６レナール幡ヶ谷１Ｆ,139.67363,35.67892
いやしテラス,東京都渋谷区千駄ヶ谷５－２－３エルビラ１０２,139.70816,35.68183
クリオケアセンター,東京都中野区中央５－８－１１コートネオス３階,139.66553,35.69825
レインボー介護サービス,東京都荒川区西尾久７－１９－６,139.75644,35.75045
ジョイライフ高島平ケアサービス事業部,東京都板橋区新河岸３－１２－９,139.65219,35.79543
ケアサービスのどか,東京都練馬区三原台３－２５－２７,139.60349,35.755
アースサポート足立,東京都足立区竹の塚４－１２－６　,139.79875,35.7948
みんなのかいご,東京都葛飾区白鳥４－１４－１９白鳥優和レジデンス１０８,139.84669,35.75329
ハッピーライフ,東京都八王子市大楽寺町６３２－１２,139.29921,35.66785
介護センター　和　～やわらぎ～,東京都八王子市川口町１５１４－９,139.2939,35.68567
学研ココファン西八王子ヘルパーセンター,東京都八王子市千人町３－１７－５ココファン西八王子,139.30896,35.65662
日野市高幡訪問介護事業所,東京都日野市高幡１０２３－４クレールハイムＡ１０７号室,139.41879,35.66175
アースサポートひばりが丘,東京都西東京市ひばりが丘北３－６－３４,139.54686,35.75354
アースサポート神楽坂,東京都新宿区矢来町３,139.73224,35.70211
アースサポート台東,東京都台東区蔵前４－２０－１１,139.78993,35.70407
ケアセンター未來浅草,東京都台東区浅草４－１０－９,139.797,35.71812
さんえい,東京都台東区根岸３－２０－８,139.78268,35.72407
翔美訪問介護ステーション,東京都墨田区東向島３－１４－６,139.81413,35.7249
アースサポート下北沢,東京都世田谷区代沢４－４１－８,139.66768,35.65397
そよ風　ケアサービス,東京都杉並区大宮１－１－１１－２０２,139.64658,35.68273
訪問介護　なごみ,東京都杉並区堀ノ内１－８－１－３０１,139.65228,35.68296
ホワイトサポート,東京都北区豊島２－５－５,139.74297,35.75764
ハートケア十条,東京都北区中十条１－１０－１サンハイツ富士１０３,139.72733,35.75887
あいの手　訪問介護,東京都足立区西保木間２－８－９国井コーポ１０６,139.80109,35.80053
指定居宅サービス事業所・指定介護予防サービス事業所フレディ,東京都足立区扇３－２６－１２,139.7742,35.77523
プラチナ・訪問介護ステーション足立竹ノ塚,東京都足立区西伊興４－１－１,139.78328,35.80111
スマイルコミュニケーション・ツルガ,東京都葛飾区新小岩２－９－１４,139.86096,35.71613
アースサポート調布国領,東京都調布市国領町５－３－１,139.55118,35.64824
宝ケアサービス西ヶ原,東京都北区西ヶ原３－１－１２西ヶ原創美ハイツ１階,139.74344,35.74456
すえひろ　ヘルパーステーション　町屋,東京都荒川区荒川６－２０－１０,139.77823,35.74263
花はなケアステーション,東京都練馬区旭町２－２４－２２,139.62581,35.77255
訪問介護ステーション　絆,東京都練馬区田柄２－１９－２４,139.64413,35.76598
ケアサービス　みなみ友,東京都足立区南花畑４－２７－８－１０１,139.81757,35.7984
にじいろ介護瑞江,東京都江戸川区東瑞江１－３－１２田中Ｍ２ビル１０１,139.90042,35.6884
株式会社アート篠崎支店,東京都江戸川区南篠崎町５－１３－２１,139.90942,35.69394
車返団地ホームヘルパーステーション青空,東京都府中市白糸台５－２５－１　２－１５－１０６,139.51151,35.66153
訪問介護ステーション　デイサービス本舗　府中,東京都府中市八幡町２－２３ガーデンハイツＴ－２　１０２,139.48817,35.67047
訪問介護ステーションみなみだい,東京都小平市小川町１－４８５特別養護老人ホーム　やすらぎの園１階　地域在宅福祉サービスセンター内,139.44067,35.72841
ケアリッツ日本橋,東京都中央区日本橋人形町１－７－９伊勢兼ビル２階,139.78255,35.68492
ヘルパーステーションうらら,東京都港区芝大門２－４－５－４０１号,139.75433,35.6562
あったか・ケアステーション文京,東京都文京区本駒込３－１－１－１１０１,139.75386,35.7254
オハナケアハウス,東京都品川区西五反田４－２４－９－１０３,139.7088,35.62446
アイ・ケアステーション成城,東京都世田谷区千歳台３－９－１０ヴェリテユニオン１０１,139.61516,35.65088
あんしん介護２４,東京都中野区中央４－１－６新中野会館２０６－Ｂ,139.67052,35.69766
もりかわ訪問介護,東京都杉並区高円寺南４－３－６ヴィラコープ桃園２０２,139.65245,35.70237
ふれあいケアサービス,東京都荒川区西日暮里６－５３－２青山ビル１０１,139.7681,35.73601
ケアリッツ板橋,東京都板橋区双葉町８－１８コーポ双葉１Ｆ,139.70084,35.75689
アデリーケア練馬事業所,東京都練馬区石神井町４－３－１５カーサ・ヴェルデ石神井公園１階,139.6042,35.74464
星風会　訪問介護ステーション　竹の塚,東京都足立区竹ノ塚５－１－１１スガコーポラス１０３号,139.79759,35.79339
ケア２１　国分寺,東京都国分寺市本町４－７－５Ｌシェイプ２階,139.47775,35.70087
アーティストシップ訪問介護事業所,東京都町田市小野路町３１４２－１　グリーンハイム小野路２０５,139.44121,35.602
メッセージケアサービス府中,東京都府中市本宿町２－８－６,139.46176,35.67181
ケアサポート幸陽,東京都大田区西糀谷２－３１－２大田幸陽会ラナハウス西糀谷１０１,139.7341,35.55732
カラーズ,東京都大田区大森西６－２－２ＳＴビル１階,139.72534,35.56971
ウェリナ下馬ステーション,東京都世田谷区下馬６－１２－１５　２Ｆ,139.67874,35.62798
愛の羽・いたわり,東京都世田谷区祖師谷３－４－１０,139.60643,35.64288
ヘルパーステーションあやとりコート店,東京都足立区保塚町１５－１９,139.81108,35.7877
エキスパート,東京都葛飾区堀切５－９－４トヨタビル１Ｆ,139.82849,35.74862
青い鳥,東京都青梅市長淵５－７７３,139.26022,35.77192
日本夜間介護センター国分寺事業所,東京都国分寺市西町１－３０－１２,139.4324,35.70346
グランダ三鷹台ケアステーション,東京都三鷹市牟礼５－１４－２６,139.57858,35.68635
ライズケア,東京都千代田区岩本町２－２－７神田Ａビル１Ｆ,139.77527,35.69276
新島ヘルパーステーション,東京都新島村字瀬戸山１１６－２,139.25352,34.37777
